t	Vm run 00	Vm run 01
112.475	-61.3540475171	7.571882105
112.5	-61.3580083405	4.7897357466	
112.525	-61.3622206102	2.195426733
112.55	-61.3666910019	-0.215228274
112.575	-61.3714278903	-2.45673345
112.6	-61.3764408427	-4.5468762337
112.625	-61.3817401847	-6.50337929
112.65	-61.3873366321	-8.342504209
112.675	-61.3932409856	-10.0786183
112.7	-61.399463882	-11.7242023062
112.725	-61.4060155965	-13.2900360
112.75	-61.4129058889	-14.78543752
112.775	-61.4201438887	-16.2184973
112.8	-61.4277380133	-17.596287893
112.825	-61.4356959125	-18.9250364
112.85	-61.4440244372	-20.21026699
112.875	-61.4527296233	-21.4569122
112.9	-61.4618166897	-22.670188160
112.925	-61.4712900416	-23.8536115
112.95	-61.4811532787	-25.01065889
112.975	-61.4914092053	-26.1445293
113.0	-61.5020598419	-27.258113821
113.025	-61.5131064405	-28.3544269
113.05	-61.5245495055	-29.43559347
113.075	-61.53638882	-30.503440244
113.1	-61.5486234813	-31.559488399
113.125	-61.5612519426	-32.6049177
113.15	-61.5742720627	-33.64054213
113.175	-61.5876811604	-34.6667962
113.2	-61.6014760722	-35.684396403
113.225	-61.6156532127	-36.6926623
113.25	-61.6302086327	-37.69083049
113.275	-61.6451382959	-38.6778246
113.3	-61.660436753	-39.6522979348
113.325	-61.6760948336	-40.6127253
113.35	-61.6920982477	-41.55748491
113.375	-61.7084279563	-42.4848726
113.4	-61.7250610399	-43.393176630
113.425	-61.7419713417	-44.2807398
113.45	-61.7591301313	-45.14599486
113.475	-61.7764299244	-45.9874814
113.5	-61.7936917299	-46.800479786
113.525	-61.810721252	-47.58411256
113.55	-61.8273575674	-48.33835128
113.575	-61.8434951063	-49.0632165
113.6	-61.8590695857	-49.758733670
113.625	-61.8740413987	-50.4250260
113.65	-61.8883883365	-51.06239990
113.675	-61.9021048242	-51.6713939
113.7	-61.91520273	-52.2527929694	
113.725	-61.9277110599	-52.807613	
113.75	-61.9396739852	-53.33706274
113.775	-61.9511476792	-53.8424908
113.8	-61.9621966754	-54.325325930
113.825	-61.9728903207	-54.7870178
113.85	-61.9833000533	-55.22898445
113.875	-61.9934972726	-55.6525674
113.9	-62.0035515329	-56.059000334
113.925	-62.0135290301	-56.4493870
113.95	-62.0234914192	-56.82469326
113.975	-62.0334949694	-57.1857464
114.0	-62.043590038	-57.53324383	-
114.025	-62.0538226076	-57.8677653
114.05	-62.0642342753	-58.18978873
114.075	-62.0748616035	-58.4997068
114.1	-62.085735705	-58.7978436862
114.125	-62.0968822775	-59.0844706
114.15	-62.1083219876	-59.35982079
114.175	-62.1200710501	-59.6241002
114.2	-62.1321418732	-59.877500979
114.225	-62.1445436914	-60.1202003
114.25	-62.1572831423	-60.35236949
114.275	-62.1703647669	-60.5741809
114.3	-62.1837914309	-60.785815864
114.325	-62.1975646731	-60.9874698
114.35	-62.2116849903	-61.17935549
114.375	-62.2261520692	-61.3617029
114.4	-62.2409649749	-61.534759217
114.425	-62.2561223025	-61.6987862
114.45	-62.2716229798	-61.85405876
114.475	-62.2874666602	-62.0008447
114.5	-62.3036535619	-62.139412367
114.525	-62.3201446528	-62.2700340
114.55	-62.3368639029	-62.39298829
114.575	-62.3537237777	-62.5085606
114.6	-62.3706486269	-62.617043713
114.625	-62.3875869795	-62.7187351
114.65	-62.4045149337	-62.81393548
114.675	-62.4214328203	-62.9029453
114.7	-62.4383588405	-62.986061846
114.725	-62.4553225291	-63.0635755
114.75	-62.472359339	-63.135767911
114.775	-62.4895066435	-63.2029089
114.8	-62.5068010095	-63.265255741
114.825	-62.5242764562	-63.3230515
114.85	-62.5419558605	-63.37652586
114.875	-62.5598424602	-63.4258947
114.9	-62.5779183923	-63.471362549
114.925	-62.5961501474	-63.5131229
114.95	-62.6144970875	-63.55136040
114.975	-62.632892147	-63.58624910
115.0	-62.6512379091	-63.617950602
115.025	-62.6694249296	-63.6466138
115.05	-62.6873544794	-63.67237730
115.075	-62.7053004165	-63.6946413
115.1	-62.7129338915	-63.712978998
115.125	-62.7141687494	-63.7273644
115.15	-62.7118813508	-63.73803364
115.175	-62.7078310476	-63.7453230
115.2	-62.7031113197	-63.749573848
115.225	-62.6984107888	-63.7510917
115.25	-62.6941599991	-63.75013878
115.275	-62.6906204502	-63.7469385
115.3	-62.687941854	-63.7416853921
115.325	-62.6862002093	-63.7345524
115.35	-62.6854235431	-63.72569781
115.375	-62.6856094136	-63.7152683
115.4	-62.6867367899	-63.703401666
115.425	-62.6887740502	-63.6902274
115.45	-62.6916842914	-63.67586766
115.475	-62.6954287774	-63.6604171
115.5	-62.6999691061	-63.643482283
115.525	-62.7052685045	-63.6247072
115.55	-62.7112925358	-63.60395011
115.575	-62.7180094197	-63.5812605
115.6	-62.7253901037	-63.556809145
115.625	-62.733409909	-63.53082558
115.65	-62.7420483459	-63.50355655
115.675	-62.7512880182	-63.4752412
115.7	-62.761113559	-63.4460988613
115.725	-62.7715108989	-63.4163231
115.75	-62.7824668376	-63.38608178
115.775	-62.7939688119	-63.3555170
115.8	-62.8060047738	-63.324748098
115.825	-62.8185631218	-63.2932914
115.85	-62.8316326563	-63.26068379
115.875	-62.8452025608	-63.2267120
115.9	-62.8592624043	-63.191390575
115.925	-62.8738021509	-63.1548774
115.95	-62.8888123224	-63.11740162
115.975	-62.9042841962	-63.0792138
116.0	-62.9202098909	-63.040558358
116.025	-62.9365823096	-63.0016571
116.05	-62.9533949859	-62.96270372
116.075	-62.9706418943	-62.9238612
116.1	-62.9883172709	-62.885196858
116.125	-63.0064154675	-62.8466975
116.15	-63.0248447272	-62.80832274
116.175	-63.043273624	-62.77004369
116.2	-63.0614256524	-62.731859897
116.225	-63.0791636358	-62.6937986
116.25	-63.0964746855	-62.65590780
116.275	-63.1134270801	-62.6182380
116.3	-63.1301300508	-62.580830989
116.325	-63.1467053234	-62.5437177
116.35	-63.1632700356	-62.50692312
116.375	-63.1799280218	-62.4704698
116.4	-63.1967664646	-62.434381425
116.425	-63.2138556487	-62.3986831
116.45	-63.2312503195	-62.36340119
116.475	-63.2489917242	-62.3285622
116.5	-63.2669100732	-62.294192070
116.525	-63.2844923119	-62.2603147
116.55	-63.3011850042	-62.22695223
116.575	-63.3166091103	-62.1941235
116.6	-63.3306069777	-62.161844881
116.625	-63.3432007562	-62.1301298
116.65	-63.354528514	-62.098989116
116.675	-63.3647882523	-62.0684310
116.7	-63.3738185746	-62.038461724
116.725	-63.3813530849	-62.0090852
116.75	-63.3872534527	-61.98030387
116.775	-63.3915589679	-61.9521178
116.8	-63.3944426162	-61.924524614
116.825	-63.3961502008	-61.8975743
116.85	-63.3969521587	-61.87128893
116.875	-63.3971128225	-61.8456675
116.9	-63.3968736755	-61.820695895
116.925	-63.3964458434	-61.7963521
116.95	-63.3960079635	-61.77261123
116.975	-63.3957069354	-61.7494466
117.0	-63.3956182013	-61.726832483
117.025	-63.3957222562	-61.7047436
117.05	-63.3959234744	-61.68315650
117.075	-63.3960917083	-61.6620484
117.1	-63.3961024921	-61.641397967
117.125	-63.3958635099	-61.6211844
117.15	-63.3953255963	-61.60138841
117.175	-63.3944818754	-61.5819914
117.2	-63.3932044381	-61.562976666
117.225	-63.391259051	-61.54432886
117.25	-63.3884042934	-61.52603467
117.275	-63.3844710781	-61.5080826
117.3	-63.3793934119	-61.490463446
117.325	-63.3732021429	-61.4731695
117.35	-63.3659652411	-61.45619527
117.375	-63.3577553872	-61.4395368
117.4	-63.3486496462	-61.423191812
117.425	-63.3387383845	-61.4071592
117.45	-63.3281298953	-61.39143513
117.475	-63.3169485554	-61.3760073
117.5	-63.3053179558	-61.360854659
117.525	-63.2933476012	-61.3459497
117.55	-63.2811297732	-61.33126389
117.575	-63.2687430665	-61.3167711
117.6	-63.2562577149	-61.302451792
117.625	-63.2437398976	-61.2882937
117.65	-63.2312542097	-61.27429272
117.675	-63.2188645275	-61.2604510
117.7	-63.2066338219	-61.246776937
117.725	-63.1946234411	-61.2332823
117.75	-63.1828922344	-61.21998196
117.775	-63.1714957413	-61.2068839
117.8	-63.160379563	-61.193982369	
117.825	-63.1493964463	-61.1812552
117.85	-63.1383822604	-61.16866857
117.875	-63.1272142554	-61.1561824
117.9	-63.115833742	-61.1437566944
117.925	-63.1042550887	-61.1313556
117.95	-63.092541142	-61.118950942
117.975	-63.0807827881	-61.1065226
118.0	-63.0690844012	-61.094059663
118.025	-63.0575536957	-61.0815525
118.05	-63.0466350831	-61.06898865
118.075	-63.0362876066	-61.0563520
118.1	-63.0265481608	-61.043627679
118.125	-63.0174472052	-61.0308047
118.15	-63.0089885316	-61.01787956
118.175	-63.001150971	-61.00485620
118.2	-62.993898407	-60.9917464575
118.225	-62.9871900383	-60.9785687
118.25	-62.9809876231	-60.96534671
118.275	-62.975259382	-60.95210780
118.3	-62.9699814001	-60.938881891
118.325	-62.9651375165	-60.9256985
118.35	-62.9607184641	-60.91258320
118.375	-62.9567207371	-60.8995540
118.4	-62.9531454439	-60.886620879
118.425	-62.9499972619	-60.8737866
118.45	-62.9472835346	-60.86104939
118.475	-62.9450135111	-60.8484057
118.5	-62.9431977158	-60.835852905
118.525	-62.9414153778	-60.8233910
118.55	-62.9392000583	-60.81102383
118.575	-62.9362835008	-60.7987591
118.6	-62.9326101367	-60.786608855
118.625	-62.9282687644	-60.7746558
118.65	-62.9234233701	-60.76295822
118.675	-62.9182648971	-60.7515490
118.7	-62.9129824605	-60.740448693
118.725	-62.9077479463	-60.7296692
118.75	-62.9027090272	-60.71921499
118.775	-62.8979873175	-60.7090831
118.8	-62.893679558	-60.6992658997
118.825	-62.8898604289	-60.6897526
118.85	-62.8865860456	-60.68053308
118.875	-62.8838975257	-60.6715987
118.9	-62.8818242656	-60.662944215
118.925	-62.8803867465	-60.6545679
118.95	-62.8795988179	-60.64647165
118.975	-62.8794694791	-60.6386605
119.0	-62.8800042203	-60.631141957
119.025	-62.8812060007	-60.6239249
119.05	-62.8830759405	-60.61701874
119.075	-62.8856137962	-60.6104320
119.1	-62.8887926761	-60.604171956
119.125	-62.892546569	-60.59824332
119.15	-62.8967822032	-60.59264819
119.175	-62.9014010868	-60.5873851
119.2	-62.9063180207	-60.582448966
119.225	-62.911471088	-60.57783055
119.25	-62.9168240213	-60.57023180
119.275	-62.9223637584	-60.5588730
119.3	-62.9280957707	-60.544391860
119.325	-62.9340388926	-60.5277421
119.35	-62.9402194546	-60.50977922
119.375	-62.9466655067	-60.4911653
119.4	-62.9534024493	-60.472381335
119.425	-62.9604507318	-60.4537629
119.45	-62.9678254003	-60.43553633
119.475	-62.9755369332	-60.4178481
119.5	-62.9835925939	-60.400919549
119.525	-62.9919973586	-60.3848152
119.55	-63.000703133	-60.369545234
119.575	-63.0096016791	-60.3550913
119.6	-63.0185542734	-60.341418338
119.625	-63.0274268437	-60.3284810
119.65	-63.0361138532	-60.31622917
119.675	-63.0445483813	-60.3046111
119.7	-63.0527020201	-60.29357621	
119.725	-63.0605791505	-60.2830740
119.75	-63.0682090948	-60.27305449
119.775	-63.0756382715	-60.2634678
119.8	-63.0829233986	-60.254265783
119.825	-63.0901261106	-60.2454031
119.85	-63.0973089744	-60.23683970
119.875	-63.1045327214	-60.2284462
119.9	-63.1118544538	-60.220030863
119.925	-63.1193265915	-60.2114083
119.95	-63.1269963572	-60.20244648
119.975	-63.1349056357	-60.1930787
120.0	-63.1430910831	-60.183297011
120.025	-63.1515843927	-60.1731353
120.05	-63.1604126511	-60.16265428
120.075	-63.169598738	-60.15192817
120.1	-63.179161739	-60.140823859	
120.125	-63.1891173504	-60.1291379
120.15	-63.1994782636	-60.11672131
120.175	-63.2102545223	-60.1035225
120.2	-63.2214538491	-60.089579067
120.225	-63.2326524071	-60.0749909
120.25	-63.2433536327	-60.05989312
120.275	-63.2532336969	-60.0444340
120.3	-63.2621799323	-60.028852723
120.325	-63.2702383223	-60.0133257
120.35	-63.2775475432	-59.99798330
120.375	-63.2842873632	-59.9829165
120.4	-63.2906452859	-59.968180402
120.425	-63.2967976891	-59.9538015
120.45	-63.302894508	-59.939789836
120.475	-63.309046617	-59.92614784
120.5	-63.3153203347	-59.912876918
120.525	-63.3217407138	-59.8999800
120.55	-63.3283012567	-59.88746265
120.575	-63.3345453711	-59.8753320
120.6	-63.339953989	-59.8635955137
120.625	-63.3441950877	-59.8522583
120.65	-63.347105658	-59.841321529
120.675	-63.3485813761	-59.8307808
120.7	-63.3485252863	-59.820626980
120.725	-63.3468542938	-59.8108458
120.75	-63.3435234412	-59.80141953
120.775	-63.3385430426	-59.7923268
120.8	-63.3319118167	-59.783544415
120.825	-63.323610111	-59.77504834
120.85	-63.3136381184	-59.76681542
120.875	-63.3020477207	-59.7588061
120.9	-63.2889506914	-59.750953633
120.925	-63.2745091987	-59.7431687
120.95	-63.258918947	-59.735353885
120.975	-63.2423921025	-59.7274173
121.0	-63.2251433315	-59.719284022
121.025	-63.2073798064	-59.7109009
121.05	-63.1892948367	-59.70245506
121.075	-63.1710641959	-59.6939278
121.1	-63.1525051801	-59.685296527
121.125	-63.1332611817	-59.6765562
121.15	-63.1129924787	-59.66771752
121.175	-63.0914830775	-59.6588017
121.2	-63.068669548	-59.6498303579
121.225	-63.0446215578	-59.6408153
121.25	-63.0195027152	-59.63175523
121.275	-62.9935301859	-59.6226382
121.3	-62.9669417544	-59.613447468
121.325	-62.9399726393	-59.6041669
121.35	-62.9128411978	-59.59478599
121.375	-62.8857415078	-59.5853010
121.4	-62.8588407242	-59.575716897
121.425	-62.8325374857	-59.5660456
121.45	-62.8068933847	-59.55631567
121.475	-62.7819581783	-59.5465644
121.5	-62.7577788409	-59.536831854
121.525	-62.7343955416	-59.5271566
121.55	-62.7118406201	-59.51757525
121.575	-62.6901391199	-59.5081218
121.6	-62.6693097925	-59.498828098
121.625	-62.6493661457	-59.4897235
121.65	-62.6303173907	-59.48083554
121.675	-62.6121692469	-59.4721893
121.7	-62.5949246031	-59.463808185
121.725	-62.578584052	-59.45571340
121.75	-62.5631463164	-59.44792446
121.775	-62.5486085874	-59.4404590
121.8	-62.5349667918	-59.433333120
121.825	-62.5222158044	-59.4265611
121.85	-62.510349616	-59.420155942
121.875	-62.4993614691	-59.4141290
121.9	-62.489244754	-59.408490666	
121.925	-62.4799932099	-59.4032624
121.95	-62.4716006422	-59.39846686
121.975	-62.4640605827	-59.3941218
122.0	-62.4573660698	-59.390240555
122.025	-62.4515095548	-59.3868320
122.05	-62.4464828974	-59.38390235
122.075	-62.4421513603	-59.3814549
122.1	-62.4382914906	-59.379491779
122.125	-62.4346869087	-59.3780130
122.15	-62.4311864907	-59.37694895
122.175	-62.4277164617	-59.3761762
122.2	-62.4242674743	-59.375565294
122.225	-62.4208744386	-59.3750128
122.25	-62.4175979769	-59.37445477
122.275	-62.4145103922	-59.3738648
122.3	-62.4116862203	-59.371196310
122.325	-62.4091964643	-59.3657392
122.35	-62.4071054679	-59.35765354
122.375	-62.4054695424	-59.3474557
122.4	-62.4043366873	-59.335741601
122.425	-62.4037469437	-59.3230642
122.45	-62.4037330762	-59.30989074
122.475	-62.404321392	-59.29659538
122.5	-62.4055283171	-59.283467350
122.525	-62.4073564491	-59.2707238
122.55	-62.4097941554	-59.25852351
122.575	-62.4128190127	-59.2469788
122.6	-62.4164031159	-59.236166356
122.625	-62.4205182078	-59.2261351
122.65	-62.4251391139	-59.21691331
122.675	-62.4302451684	-59.2085128
122.7	-62.4358202654	-59.200933847
122.725	-62.4418523355	-59.1941672
122.75	-62.4483327521	-59.18819789
122.775	-62.4552558374	-59.1830054
122.8	-62.4626100146	-59.178564785
122.825	-62.4703711346	-59.1748462
122.85	-62.4785030661	-59.17181653
122.875	-62.4869634459	-59.1694402
122.9	-62.4957075413	-59.167681547
122.925	-62.5046897143	-59.1663443
122.95	-62.5138610806	-59.16516266
122.975	-62.5231677458	-59.1639193
123.0	-62.5325526239	-59.162490327
123.025	-62.542218699	-59.16079488
123.05	-62.5520612036	-59.15876556
123.075	-62.5620001813	-59.1563508
123.1	-62.5719841737	-59.153526469
123.125	-62.5819841932	-59.1503010
123.15	-62.5919893797	-59.14671344
123.175	-62.6020033127	-59.1428257
123.2	-62.6120406169	-59.138714656
123.225	-62.6221238829	-59.1344637
123.25	-62.6322809841	-59.13015739
123.275	-62.64254284	-59.125875728
123.3	-62.6529416265	-59.121690426
123.325	-62.6635094067	-59.1176623
123.35	-62.6742771344	-59.11384073
123.375	-62.6852733619	-59.1102346
123.4	-62.696522595	-59.1068106818
123.425	-62.7080444794	-59.1035114
123.45	-62.7198533275	-59.10027691
123.475	-62.7319582688	-59.0970589
123.5	-62.7443640532	-59.093828120
123.525	-62.7570722557	-59.0905746
123.55	-62.7700825656	-59.08730588
123.575	-62.7833939208	-59.0840422
123.6	-62.7970053632	-59.080669029
123.625	-62.8112612228	-59.0770163
123.65	-62.8260216539	-59.07294871
123.675	-62.841237381	-59.06840187
123.7	-62.8568815074	-59.063381650
123.725	-62.8729367413	-59.0579458
123.75	-62.8893910841	-59.05218386
123.775	-62.9062357204	-59.0461992
123.8	-62.9234637361	-59.040097885
123.825	-62.9410692605	-59.0339799
123.85	-62.9590465663	-59.02793648
123.875	-62.977389041	-59.02204720
123.9	-62.9960883154	-59.015792704
123.925	-63.0151338462	-59.0087532
123.95	-63.0345130386	-59.00077953
123.975	-63.0542117909	-58.9918756
124.0	-63.0742152545	-58.982098268
124.025	-63.0945086143	-58.9715185
124.05	-63.1150762266	-58.96021634
124.075	-63.1358993172	-58.9482823
124.1	-63.1569539334	-58.935818523
124.125	-63.1782104737	-58.9229354
124.15	-63.1996349922	-58.90974792
124.175	-63.2211916644	-58.8963705
124.2	-63.2428455812	-58.882912258
124.225	-63.2647382064	-58.8694713
124.25	-63.2868795624	-58.85613202
124.275	-63.3092452331	-58.8429636
124.3	-63.3318072969	-58.830021965
124.325	-63.3545422764	-58.8173511
124.35	-63.377432755	-58.804986699
124.375	-63.4004671226	-58.7929565
124.4	-63.4236387469	-58.781278728
124.425	-63.4469450066	-58.7695114
124.45	-63.470273863	-58.757198864
124.475	-63.4933947991	-58.7440599
124.5	-63.5160362784	-58.729986507
124.525	-63.5379638717	-58.7149904
124.55	-63.5590220528	-58.69851442
124.575	-63.579142459	-58.68017780
124.6	-63.5983327903	-58.659956294
124.625	-63.6166582546	-58.6380732
124.65	-63.6342225179	-58.61486418
124.675	-63.6511513241	-58.5906863
124.7	-63.6675797475	-58.565871998
124.725	-63.683632638	-58.54070897
124.75	-63.6994618701	-58.51543690
124.775	-63.7151747874	-58.4902501
124.8	-63.7308446049	-58.465303573
124.825	-63.7465254949	-58.4407192
124.85	-63.7622626266	-58.41659248
124.875	-63.7780973383	-58.3929968
124.9	-63.7940691127	-58.369988933
124.925	-63.8102158361	-58.3476118
124.95	-63.8265733262	-58.32589798